year,title,rating,imdb_id,imdb_url,titleType,genres,averageRating,numVotes
1925,The Phantom of the Opera,2,tt0016220,https://www.imdb.com/title/tt0016220/,movie,"Horror,Music",7.5,22126.0
1925,Seven Chances,0,tt0016332,https://www.imdb.com/title/tt0016332/,movie,"Comedy,Romance",7.8,13108.0
1925,Stachka,0,tt0015361,https://www.imdb.com/title/tt0015361/,movie,Drama,7.6,9434.0
1925,The Big Parade,2,tt0015624,https://www.imdb.com/title/tt0015624/,movie,"Drama,Romance,War",7.9,7803.0
1925,The Lost World,2,tt0016039,https://www.imdb.com/title/tt0016039/,movie,"Adventure,Fantasy,Horror",7.0,6554.0
1925,Battleship Potemkin,0,tt0015648,https://www.imdb.com/title/tt0015648/,movie,"Drama,History,Thriller",7.9,64969.0
1926,Die Abenteuer des Prinzen Achmed,1,tt0015532,https://www.imdb.com/title/tt0015532/,movie,"Adventure,Animation,Drama",7.8,7664.0
1926,The Temptress,1,tt0017449,https://www.imdb.com/title/tt0017449/,movie,"Drama,Romance",6.9,1459.0
1926,The General,0,tt0017925,https://www.imdb.com/title/tt0017925/,movie,"Action,Adventure,Comedy",8.1,105964.0
1926,For Heaven's Sake,0,tt0016895,https://www.imdb.com/title/tt0016895/,movie,"Action,Comedy,Romance",7.5,2143.0
1926,So's Your Old Man,3,tt0017410,https://www.imdb.com/title/tt0017410/,movie,"Comedy,Romance",6.5,264.0
1926,Flesh and the Devil,1,tt0016884,https://www.imdb.com/title/tt0016884/,movie,"Drama,Romance",7.6,4911.0
1927,Metropolis,1,tt0017136,https://www.imdb.com/title/tt0017136/,movie,"Drama,Sci-Fi",8.2,200618.0
1927,The Jazz Singer,1,tt0018037,https://www.imdb.com/title/tt0018037/,movie,"Drama,Music,Musical",6.4,11881.0
1927,Abel Gance's Napoleon,2,tt0018192,https://www.imdb.com/title/tt0018192/,movie,"Biography,Drama,History",8.2,9745.0
1927,The Unknown,0,tt0018528,https://www.imdb.com/title/tt0018528/,movie,"Drama,Horror,Romance",7.7,10241.0
1927,Sunrise: A Song of Two Humans,2,tt0018455,https://www.imdb.com/title/tt0018455/,movie,"Drama,Romance",8.1,56596.0
1927,Nevada,0,tt0018199,https://www.imdb.com/title/tt0018199/,movie,"Drama,Western",6.1,150.0
1927,The Kid Brother,0,tt0018051,https://www.imdb.com/title/tt0018051/,movie,"Comedy,Drama,Family",7.6,5240.0
1927,Wings,1,tt0018578,https://www.imdb.com/title/tt0018578/,movie,"Action,Drama,Romance",7.5,16196.0
1927,The Cat and the Canary,3,tt0017739,https://www.imdb.com/title/tt0017739/,movie,"Comedy,Horror,Mystery",7.1,3800.0
1927,It,3,tt0018033,https://www.imdb.com/title/tt0018033/,movie,"Comedy,Romance",7.2,3976.0
1927,My Best Girl,3,tt0018183,https://www.imdb.com/title/tt0018183/,movie,"Comedy,Romance",7.4,1005.0
1927,Downhill [When Boys Leave Home],1,tt0017825,https://www.imdb.com/title/tt0017825/,movie,"Adventure,Drama,Thriller",6.0,3483.0
1928,The Crowd,1,tt0018806,https://www.imdb.com/title/tt0018806/,movie,"Drama,Romance",8.0,9989.0
1928,The Patsy,3,tt0019258,https://www.imdb.com/title/tt0019258/,movie,"Comedy,Drama,Romance",7.4,2907.0
1928,Our Dancing Daughters,2,tt0019237,https://www.imdb.com/title/tt0019237/,movie,Drama,6.7,2194.0
1928,The Docks of New York,2,tt0018839,https://www.imdb.com/title/tt0018839/,movie,"Crime,Drama,Film-Noir",7.5,5483.0
1928,The Circus,0,tt0018773,https://www.imdb.com/title/tt0018773/,movie,"Comedy,Family,Romance",8.1,38439.0
